time,x,y,z
6021,279,280,159
6022,277,279,161
6023,278,281,161
6024,278,281,160
6025,279,281,158
6026,278,281,160
6027,278,282,161
6028,276,281,158
6029,278,281,157
6030,280,281,158
6031,278,280,158
6032,278,281,158
6033,279,281,156
6034,279,282,154
6035,278,282,156
6036,278,282,157
6037,277,282,155
6038,279,282,154
6039,279,282,155
6040,278,279,155
6041,278,282,155
6042,279,282,154
6043,279,281,152
6044,277,281,154
6045,276,281,155
6046,276,281,154
6047,278,281,153
6048,279,281,155
6049,278,280,156
6050,277,281,154
6051,279,281,152
6052,279,281,153
6053,277,280,156
6054,276,280,158
6055,276,280,156
6056,278,280,156
6057,279,280,158
6058,277,279,159
6059,277,280,158
6060,279,280,158
6061,279,280,158
6062,277,280,160
6063,277,280,162
6064,277,280,160
6065,279,280,160
6066,279,280,162
6067,278,280,162
6068,278,281,161
6069,280,281,160
6070,278,281,159
6071,278,281,161
6072,277,281,162
6073,277,281,159
6074,280,281,158
6075,281,281,159
6076,278,281,159
6077,278,282,158
6078,279,282,156
6079,279,281,156
6080,278,282,157
6081,278,282,158
6082,278,282,154
6083,280,282,153
6084,280,282,154
6085,278,281,155
6086,277,282,154
6087,278,282,153
6088,278,281,153
6089,276,282,155
6090,278,281,155
6091,278,280,153
6092,280,280,153
6093,279,280,155
6094,276,280,155
6095,276,280,154
6096,277,280,155
6097,278,280,155
6098,277,280,157
6099,277,280,158
6100,278,280,156
6101,279,279,156
6102,278,279,159
6103,276,280,159
6104,276,280,158
6105,278,280,157
6106,278,280,158
6107,278,280,159
6108,278,280,160
6109,278,280,158
6110,278,280,158
6111,278,281,160
6112,276,280,161
6113,276,281,159
6114,278,282,159
6115,279,281,159
6116,278,281,160
6117,278,282,160
6118,279,282,158
6119,279,282,157
6120,278,282,160
6121,277,282,160
6122,276,282,158
6123,279,282,158
6124,280,282,158
6125,278,281,159
6126,278,282,159
6127,279,282,158
6128,280,282,155
6129,279,282,158
6130,278,282,158
6131,277,282,156
6132,280,282,155
6133,280,282,155
6134,278,280,156
6135,277,282,156
6136,278,281,154
6137,278,281,152
6138,278,281,153
6139,278,281,155
6140,277,281,154
6141,279,280,153
6142,279,280,154
6143,277,280,155
6144,276,280,155
6145,278,280,154
6146,278,280,153
6147,278,278,155
6148,277,280,157
6149,275,279,156
6150,278,279,155
6151,278,280,157
6152,276,278,158
6153,276,280,158
6154,278,280,157
6155,278,279,156
6156,278,280,159
6157,276,279,160
6158,276,279,159
6159,278,279,159
6160,278,280,160
6161,276,279,161
6162,277,280,160
6163,278,280,159
6164,279,280,159
6165,278,281,160
6166,278,281,160
6167,276,281,159
6168,278,278,158
6169,280,281,159
6170,278,280,160
6171,278,282,158
6172,279,282,157
6173,280,282,156
6174,278,282,158
6175,277,282,159
6176,277,281,157
6177,279,282,156
6178,280,282,157
6179,278,281,157
6180,278,282,156
6181,279,282,155
6182,279,282,154
6183,278,282,155
6184,278,282,156
6185,278,282,154
6186,280,281,154
6187,280,282,155
6188,278,280,155
6189,278,281,154
6190,279,282,154
6191,279,281,153
6192,278,281,155
6193,277,281,157
6194,277,281,155
6195,279,280,155
6196,279,280,156
6197,278,280,157
6198,276,280,157
6199,278,280,156
6200,278,280,156
6201,277,280,159
6202,277,280,160
6203,277,280,158
6204,279,280,157
6205,279,280,160
6206,276,278,160
6207,276,281,159
6208,278,281,159
6209,278,280,159
6210,276,280,161
6211,276,281,162
6212,277,280,159
6213,278,280,159
6214,278,280,160
6215,277,280,160
6216,276,280,159
6217,278,281,159
6218,278,280,158
6219,278,281,159
6220,277,281,160
6221,279,281,157
6222,279,281,156
6223,279,282,158
6224,277,281,158
6225,276,281,156
6226,279,282,155
6227,280,281,156
6228,278,281,157
6229,278,282,157
6230,279,282,154
6231,280,282,153
6232,279,282,155
6233,278,282,156
6234,277,282,155
6235,279,282,154
6236,280,281,155
6237,278,280,156
6238,278,281,156
6239,278,281,154
6240,279,281,153
6241,277,280,155
6242,277,281,156
6243,276,281,155
6244,280,281,154
6245,279,281,155
6246,278,280,156
6247,277,280,157
6248,278,280,156
6249,278,280,154
6250,277,280,157
6251,276,280,158
6252,273,280,157
6253,280,281,157
6254,279,280,158
6255,277,279,159
6256,276,281,159
6257,277,280,158
6258,277,280,157
6259,277,280,161
6260,277,280,162
6261,277,280,160
6262,279,280,160
6263,279,280,162
6264,276,279,162
6265,276,280,162
6266,277,280,161
6267,278,281,159
6268,278,282,161
6269,277,282,162
6270,278,282,160
6271,280,281,158
6272,280,282,159
6273,277,280,159
6274,276,282,158
6275,278,282,157
6276,278,282,155
6277,278,282,157
6278,279,282,157
6279,278,281,155
6280,279,281,154
6281,278,282,155
6282,277,280,155
6283,276,282,151
6284,278,282,153
6285,279,281,152
6286,279,281,154
6287,279,281,155
6288,278,280,153
6289,279,280,153
6290,278,280,154
6291,276,279,155
6292,276,280,155
6293,278,281,154
6294,280,280,153
6295,279,280,156
6296,278,280,158
6297,278,280,156
6298,278,279,155
6299,279,280,158
6300,276,279,160
6301,277,280,158
6302,279,280,158
6303,280,279,157
6304,279,279,160
6305,278,280,161
6306,277,280,159
6307,278,280,159
6308,278,280,161
6309,277,280,161
6310,278,281,160
6311,279,282,159
6312,279,281,158
6313,278,281,160
6314,277,281,161
6315,277,281,158
6316,278,280,158
6317,278,281,159
6318,277,281,159
6319,277,282,158
6320,279,282,158
6321,279,282,156
6322,278,281,158
6323,277,282,158
6324,277,282,156
6325,278,282,155
6326,279,282,156
6327,277,281,156
6328,277,282,155
6329,279,282,154
6330,279,281,154
6331,277,282,156
6332,277,282,157
6333,277,281,155
6334,278,282,154
6335,279,281,155
6336,278,281,156
6337,277,281,155
6338,278,281,154
6339,279,280,155
6340,277,280,156
6341,277,280,158
6342,278,280,156
6343,279,280,155
6344,279,280,157
6345,277,280,158
6346,276,280,157
6347,279,280,156
6348,279,280,158
6349,278,279,159
6350,277,280,159
6351,278,280,158
6352,280,280,157
6353,279,280,159
6354,277,280,160
6355,276,280,158
6356,279,280,158
6357,279,281,159
6358,277,280,160
6359,277,281,160
6360,278,281,158
6361,279,281,157
6362,279,281,160
6363,277,281,159
6364,276,281,159
6365,277,281,157
6366,279,281,158
6367,278,280,158
6368,278,282,158
6369,279,282,157
6370,280,281,156
6371,279,282,157
6372,278,282,158
6373,276,282,156
6374,280,282,156
6375,279,282,155
6376,278,280,157
6377,278,282,156
6378,279,281,155
6379,279,281,153
6380,278,282,156
6381,278,281,156
6382,276,281,155
6383,279,281,154
6384,278,282,155
6385,277,281,156
6386,277,281,156
6387,279,280,155
6388,278,281,153
6389,278,280,156
6390,276,281,156
6391,276,280,155
6392,278,280,155
6393,278,280,156
6394,277,279,157
6395,276,280,157
6396,276,280,156
6397,278,280,155
6398,278,280,158
6399,277,281,159
6400,275,280,158
6401,278,280,158
6402,278,280,159
6403,277,279,160
6404,278,280,160
6405,278,282,159
6406,279,280,158
6407,278,280,161
6408,277,280,160
6409,276,280,160
6410,279,280,159
6411,279,281,160
6412,278,280,161
6413,278,281,159
6414,280,281,159
6415,280,281,157
6416,279,281,160
6417,278,281,160
6418,277,281,158
6419,279,281,157
6420,280,281,158
6421,278,280,158
6422,278,282,157
6423,280,282,155
6424,280,281,154
6425,278,282,156
6426,278,282,157
6427,277,282,155
6428,279,282,154
6429,279,281,155
6430,278,280,156
6431,278,280,155
6432,279,281,154
6433,279,281,153
6434,277,281,155
6435,276,281,156
6436,277,281,154
6437,279,281,154
6438,280,280,155
6439,278,280,156
6440,278,280,155
6441,278,278,155
6442,278,280,155
6443,276,279,157
6444,276,280,158
6445,276,280,158
6446,278,280,156
6447,279,280,157
6448,277,282,158
6449,277,280,157
6450,278,280,157
6451,278,280,158
6452,276,280,159
6453,276,280,160
6454,277,280,158
6455,278,280,158
6456,279,280,160
6457,277,280,160
6458,276,280,159
6459,278,281,158
6460,278,279,158
6461,276,281,160
6462,276,281,160
6463,278,281,158
6464,279,281,157
6465,280,281,158
6466,278,281,158
6467,277,281,157
6468,278,282,157
6469,278,282,157
6470,277,282,158
6471,277,282,158
6472,279,282,156
6473,280,282,155
6474,280,281,157
6475,278,284,157
6476,277,282,156
6477,279,282,155
6478,279,282,156
6479,278,281,157
6480,279,282,157
6481,280,281,155
6482,280,281,154
6483,279,281,156
6484,278,281,157
6485,276,281,156
6486,279,281,155
6487,279,280,155
6488,278,280,157
6489,278,280,158
6490,279,280,156
6491,280,280,154
6492,278,280,157
6493,277,280,158
6494,275,280,156
6495,278,280,156
6496,278,280,156
6497,277,279,158
6498,278,280,158
6499,278,280,156
6500,277,279,155
6501,278,280,158
6502,276,280,159
6503,275,280,157
6504,278,280,157
6505,278,280,158
6506,277,279,159
6507,277,280,159
6508,278,280,157
6509,278,280,155
6510,277,280,158
6511,276,280,159
6512,276,279,158
6513,279,281,157
6514,279,281,158
6515,278,280,159
6516,277,281,158
6517,278,281,157
6518,278,281,155
6519,278,281,158
6520,277,282,160
6521,276,281,157
6522,279,281,156
6523,280,281,157
6524,278,280,158
6525,278,282,158
6526,279,282,157
6527,279,282,154
6528,278,282,157
6529,278,282,158
6530,277,282,156
6531,280,282,155
6532,279,282,156
6533,277,280,156
6534,277,282,156
6535,278,281,155
6536,279,281,154
6537,278,281,156
6538,277,281,157
6539,276,281,156
6540,279,281,155
6541,279,281,157
6542,277,280,157
6543,277,281,157
6544,278,281,156
6545,278,280,155
6546,278,280,158
6547,277,280,159
6548,275,280,157
6549,278,280,157
6550,278,280,159
6551,277,279,159
6552,277,280,159
6553,279,281,158
6554,279,281,157
6555,278,281,160
6556,277,281,161
6557,276,280,158
6558,279,280,158
6559,279,279,159
6560,277,279,160
6561,277,281,158
6562,279,281,158
6563,279,280,157
6564,278,281,159
6565,278,279,160
6566,278,281,157
6567,280,281,156
6568,280,281,157
6569,278,280,157
6570,278,281,156
6571,279,282,155
6572,280,281,155
6573,278,282,157
6574,278,281,157
6575,278,281,155
6576,279,281,155
6577,280,281,156
6578,278,280,157
6579,278,281,156
6580,279,282,155
6581,279,281,155
6582,278,281,156
6583,278,281,158
6584,278,281,155
6585,279,280,155
6586,279,281,157
6587,277,280,158
6588,277,280,157
6589,278,281,156
6590,279,280,156
6591,278,280,158
6592,277,280,159
6593,278,280,157
6594,279,280,156
6595,279,280,158
6596,277,281,158
6597,276,280,157
6598,278,281,157
6599,278,280,157
6600,277,280,158
6601,276,281,159
6602,278,280,157
6603,278,280,157
6604,279,280,158
6605,277,280,159
6606,276,281,157
6607,278,282,156
6608,278,281,157
6609,277,280,159
6610,277,281,159
6611,276,281,157
6612,279,281,156
6613,278,281,158
6614,277,281,159
6615,276,281,158
6616,279,282,156
6617,280,282,157
6618,281,281,158
6619,278,282,158
6620,279,281,156
6621,279,281,155
6622,279,281,158
6623,278,281,158
6624,277,282,157
6625,280,282,157
6626,279,281,157
6627,278,280,158
6628,278,281,158
6629,279,280,155
6630,279,282,155
6631,279,281,158
6632,278,281,158
6633,277,281,156
6634,280,280,156
6635,280,280,156
6636,278,279,157
6637,277,280,157
6638,278,280,155
6639,278,280,154
6640,278,280,157
6641,277,280,157
6642,276,280,156
6643,279,280,156
6644,279,281,157
6645,278,278,158
6646,276,280,158
6647,278,280,157
6648,278,280,155
6649,278,280,158
6650,277,280,159
6651,276,280,157
6652,278,280,157
6653,278,280,158
6654,277,279,159
6655,276,280,159
6656,277,280,158
6657,278,281,156
6658,278,281,159
6659,277,282,160
6660,276,281,158
6661,279,281,157
6662,278,281,158
6663,277,280,159
6664,276,281,159
6665,278,281,157
6666,279,282,155
6667,278,282,158
6668,278,282,158
6669,277,282,156
6670,279,282,156
6671,279,282,157
6672,277,280,158
6673,276,282,157
6674,278,282,156
6675,279,282,154
6676,278,282,156
6677,278,282,157
6678,277,281,155
6679,279,282,154
6680,279,280,156
6681,277,280,157
6682,277,282,156
6683,279,282,156
6684,280,281,153
6685,279,281,157
6686,278,281,157
6687,277,280,156
6688,279,280,155
6689,279,280,156
6690,277,279,157
6691,277,280,157
6692,279,281,156
6693,279,280,155
6694,278,280,158
6695,278,279,160
6696,277,279,158
6697,278,280,157
6698,279,280,159
6699,277,279,160
6700,278,280,159
6701,279,280,158
6702,279,279,156
6703,278,280,159
6704,277,280,160
6705,276,280,158
6706,278,280,157
6707,278,280,159
6708,277,280,159
6709,277,280,158
6710,279,281,157
6711,279,280,157
6712,277,281,158
6713,276,281,159
6714,277,281,157
6715,278,281,156
6716,278,281,157
6717,278,280,158
6718,277,281,156
6719,279,282,156
6720,279,281,156
6721,277,281,158
6722,277,282,159
6723,278,282,157
6724,279,281,156
6725,280,282,157
6726,278,281,158
6727,277,281,156
6728,279,282,156
6729,279,281,156
6730,278,281,158
6731,277,282,158
6732,278,281,156
6733,279,281,155
6734,279,281,157
6735,278,281,158
6736,277,281,156
6737,279,281,156
6738,279,281,156
6739,277,281,157
6740,277,281,158
6741,278,281,156
6742,279,280,155
6743,278,280,157
6744,277,278,158
6745,276,280,156
6746,278,281,156
6747,279,280,156
6748,277,281,157
6749,277,280,158
6750,278,280,155
6751,278,280,154
6752,278,280,157
6753,276,280,158
6754,276,280,157
6755,278,281,156
6756,279,280,158
6757,277,279,159
6758,277,280,159
6759,278,280,157
6760,279,280,156
6761,278,281,159
6762,277,281,159
6763,276,281,158
6764,279,281,157
6765,279,282,158
6766,278,280,159
6767,278,281,159
6768,278,281,158
6769,280,281,156
6770,279,281,159
6771,278,281,159
6772,277,281,158
6773,280,282,157
6774,280,280,158
6775,278,280,159
6776,278,281,158
6777,279,281,157
6778,279,281,155
6779,278,282,158
6780,278,282,158
6781,276,281,157
6782,279,281,154
6783,279,281,156
6784,277,280,157
6785,277,281,157
6786,278,281,155
6787,279,280,154
6788,278,281,156
6789,276,281,157
6790,276,281,155
6791,278,280,155
6792,278,280,156
6793,277,279,157
6794,277,280,157
6795,278,280,156
6796,279,280,154
6797,278,280,157
6798,276,280,158
6799,275,280,156
6800,278,280,156
6801,278,280,157
6802,277,279,158
6803,276,280,157
6804,278,280,157
6805,278,280,156
6806,277,280,159
6807,277,280,160
6808,276,280,158
6809,278,280,157
6810,278,280,159
6811,277,279,159
6812,277,281,158
6813,279,281,157
6814,279,281,156
6815,279,281,159
6816,278,281,159
6817,277,281,157
6818,279,281,156
6819,279,281,158
6820,277,280,158
6821,278,282,157
6822,279,282,155
6823,279,282,155
6824,278,282,157
6825,278,282,158
6826,278,282,156
6827,280,282,155
6828,282,282,157
6829,278,281,157
6830,278,282,156
6831,282,282,155
6832,280,281,155
6833,278,282,157
6834,278,282,158
6835,277,281,156
6836,279,281,156
6837,280,280,158
6838,277,280,158
6839,277,280,157
6840,278,281,157
6841,279,280,157
6842,277,280,159
6843,276,280,160
6844,277,280,158
6845,278,280,158
6846,279,280,160
6847,277,279,160
6848,277,280,158
6849,278,280,158
6850,278,280,158
6851,277,280,159
6852,277,280,160
6853,277,280,157
6854,278,280,157
6855,279,280,158
6856,277,280,158
6857,276,280,157
6858,278,281,156
6859,278,281,156
6860,277,280,157
6861,276,281,158
6862,278,280,156
6863,280,280,156
6864,279,281,158
6865,277,280,158
6866,276,281,156
6867,278,282,155
6868,278,283,156
6869,277,281,157
6870,277,282,158
6871,278,281,155
6872,280,281,154
6873,280,281,157
6874,278,281,157
6875,277,281,156
6876,279,282,156
6877,280,281,156
6878,278,281,157
6879,278,282,158
6880,279,281,156
6881,280,281,154
6882,280,281,156
6883,278,281,157
6884,276,282,156
6885,279,281,155
6886,279,281,156
6887,279,280,158
6888,278,281,158
6889,279,280,158
6890,279,280,155
6891,278,280,157
6892,277,281,156
6893,276,281,156
6894,278,281,155
6895,278,281,157
6896,277,280,157
6897,276,281,157
6898,278,280,156
6899,278,281,155
6900,278,281,158
6901,276,280,159
6902,276,280,157
6903,277,280,157
6904,278,280,158
6905,276,279,158
6906,276,280,158
6907,278,280,157
6908,276,281,155
6909,277,281,159
6910,277,281,159
6911,276,281,158
6912,279,280,157
6913,279,280,159
6914,278,279,159
6915,277,281,159
6916,278,280,158
6917,279,280,156
6918,278,281,159
6919,278,281,160
6920,277,281,158
6921,280,280,157
6922,278,280,158
6923,278,279,159
6924,278,281,158
6925,279,282,157
6926,280,281,156
6927,279,281,159
6928,278,281,159
6929,277,282,157
6930,280,281,156
6931,280,279,157
6932,278,280,157
6933,278,281,156
6934,279,281,155
6935,280,281,150
6936,278,281,157
6937,278,281,158
6938,277,281,156
6939,279,281,155
6940,280,281,156
6941,278,280,157
6942,277,281,156
6943,279,282,155
6944,279,281,154
6945,278,281,156
6946,277,281,157
6947,276,280,156
6948,278,280,156
6949,279,279,157
6950,277,279,158
6951,277,281,157
6952,278,281,156
6953,278,280,156
6954,277,280,158
6955,276,281,159
6956,276,281,156
6957,278,280,156
6958,278,280,158
6959,277,280,158
6960,276,281,155
6961,278,281,156
6962,278,281,158
6963,277,279,158
6964,276,281,159
6965,277,280,157
6966,278,281,157
6967,280,281,158
6968,277,280,158
6969,276,281,157
6970,279,282,156
6971,279,281,156
6972,278,281,158
6973,277,283,159
6974,277,281,157
6975,279,281,156
6976,279,282,158
6977,277,283,158
6978,277,281,157
6979,279,282,156
6980,279,281,156
6981,278,281,158
6982,276,281,157
6983,278,281,157
6984,279,281,155
6985,279,280,158
6986,278,281,159
6987,277,280,158
6988,279,281,157
6989,279,281,157
6990,278,280,159
6991,277,281,159
6992,278,280,157
6993,279,280,156
6994,279,280,158
6995,278,280,159
6996,277,282,157
6997,279,280,157
6998,279,280,158
6999,278,280,159
7000,277,280,159
7001,278,280,157
7002,279,280,156
7003,279,280,158
7004,278,280,158
7005,277,280,156
7006,279,280,156
7007,279,280,156
7008,278,280,157
7009,277,281,158
7010,278,281,156
7011,279,280,155
7012,278,281,157
7013,277,281,158
7014,278,281,156
7015,279,281,155
7016,279,281,156
7017,278,279,157
7018,278,282,157
7019,279,281,156
7020,279,281,155
7021,278,281,158
7022,277,281,158
7023,276,281,156
7024,279,281,156
7025,279,281,156
7026,277,280,157
7027,277,281,158
7028,278,281,156
7029,279,281,154
7030,278,281,158
7031,277,281,159
7032,276,281,157
7033,278,281,156
7034,278,281,158
7035,276,280,158
7036,276,281,158
7037,278,281,156
7038,278,281,155
7039,277,281,158
7040,277,281,158
7041,276,281,157
7042,278,281,156
7043,278,281,158
7044,276,279,158
7045,276,281,158
7046,277,281,157
7047,278,280,155
7048,278,279,158
7049,276,281,158
7050,276,281,157
7051,279,281,156
7052,279,281,158
7053,277,280,158
7054,277,281,158
7055,278,280,157
7056,278,280,155
7057,278,281,158
7058,277,280,159
7059,276,280,157
7060,278,280,157
7061,279,281,158
7062,277,279,158
7063,277,281,158
7064,279,281,157
7065,279,280,156
7066,278,281,158
7067,278,280,159
7068,278,280,158
7069,280,280,157
7070,280,280,158
7071,278,280,158
7072,278,280,157
7073,279,280,156
7074,280,280,155
7075,278,281,160
7076,278,281,158
7077,278,281,156
7078,279,281,156
7079,280,281,157
7080,278,280,157
7081,278,281,157
7082,279,281,156
7083,279,281,155
7084,278,280,157
7085,277,281,158
7086,277,281,156
7087,279,280,155
7088,279,281,156
7089,277,280,157
7090,277,281,156
7091,278,281,155
7092,279,280,155
7093,277,281,157
7094,276,280,159
7095,277,280,156
7096,278,280,156
7097,279,280,158
7098,277,280,158
7099,276,281,157
7100,275,281,156
7101,278,280,156
7102,277,281,158
7103,276,281,159
7104,277,280,157
7105,278,280,157
7106,279,280,158
7107,276,278,158
7108,276,280,157
7109,278,281,157
7110,278,281,157
7111,276,281,158
7112,276,281,159
7113,277,281,157
7114,279,281,157
7115,279,281,158
7116,277,280,159
7117,278,281,158
7118,279,282,157
7119,279,281,157
7120,277,281,158
7121,277,282,159
7122,278,281,157
7123,279,281,156
7124,279,281,158
7125,278,281,158
7126,278,282,157
7127,280,282,157
7128,280,282,157
7129,278,281,158
7130,278,282,158
7131,278,281,156
7132,279,281,155
7133,279,282,157
7134,278,282,158
7135,277,281,157
7136,280,282,156
7137,280,281,157
7138,278,280,158
7139,278,281,158
7140,278,280,157
7141,279,280,155
7142,279,281,158
7143,275,281,158
7144,277,280,157
7145,280,280,156
7146,279,280,158
7147,278,279,158
7148,277,281,158
7149,278,280,157
7150,279,280,155
7151,278,280,158
7152,278,280,158
7153,276,280,157
7154,279,280,156
7155,279,280,157
7156,276,279,158
7157,276,280,157
7158,278,280,156
7159,278,280,154
7160,278,280,157
7161,277,281,157
7162,276,280,155
7163,278,280,153
7164,278,281,157
7165,276,280,157
7166,276,281,157
7167,278,280,155
7168,278,281,155
7169,278,281,158
7170,278,281,158
7171,276,281,158
7172,278,281,156
7173,279,281,157
7174,276,280,158
7175,274,281,157
7176,278,281,155
7177,279,281,155
7178,278,281,158
7179,278,281,157
7180,276,281,156
7181,278,281,156
7182,278,281,157
7183,277,280,157
7184,277,281,157
7185,280,282,156
7186,280,281,154
7187,278,280,157
7188,278,282,158
7189,276,282,156
7190,279,281,156
7191,279,282,158
7192,278,280,158
7193,278,281,157
7194,280,281,156
7195,280,281,155
7196,278,281,158
7197,277,281,159
7198,276,281,157
7199,278,281,155
7200,280,281,158
7201,277,280,158
7202,278,280,158
7203,279,281,157
7204,279,280,156
7205,278,280,159
7206,277,281,160
7207,277,281,158
7208,279,280,158
7209,280,281,159
7210,278,280,159
7211,278,280,158
7212,279,280,158
7213,279,280,157
7214,277,280,159
7215,277,281,160
7216,278,280,158
7217,279,280,158
7218,280,280,158
7219,278,280,158
7220,278,280,157
7221,279,281,157
7222,279,280,155
7223,277,281,158
7224,277,282,158
7225,278,280,157
7226,279,280,156
7227,279,280,157
7228,277,280,158
7229,277,280,156
7230,278,281,156
7231,278,280,156
7232,277,280,157
7233,277,281,158
7234,277,280,155
7235,280,280,155
7236,279,280,156
7237,277,280,157
7238,276,281,156
7239,278,281,155
7240,278,281,156
7241,278,280,157
7242,278,281,157
7243,278,281,155
7244,279,281,155
7245,279,281,157
7246,277,280,157
7247,276,281,156
7248,278,282,156
7249,279,281,156
7250,278,280,158
7251,278,281,158
7252,278,281,157
7253,278,280,156
7254,278,281,158
7255,277,281,158
7256,276,281,157
7257,278,281,156
7258,279,281,157
7259,278,280,158
7260,278,283,158
7261,278,281,156
7262,279,281,155
7263,279,281,158
7264,277,281,158
7265,276,281,157
7266,279,281,156
7267,280,281,157
7268,278,280,158
7269,277,282,158
7270,278,281,156
7271,278,281,153
7272,278,281,157
7273,277,281,158
7274,276,281,157
7275,278,281,156
7276,280,281,157
7277,278,279,158
7278,277,281,158
7279,278,280,157
7280,279,281,155
7281,278,281,158
7282,278,281,158
7283,276,280,156
7284,279,280,156
7285,279,280,157
7286,278,279,158
7287,277,280,158
7288,278,280,157
7289,279,280,155
7290,275,280,158
7291,278,280,159
7292,277,280,157
7293,279,280,157
7294,279,280,158
7295,279,279,159
7296,277,280,158
7297,279,280,157
7298,279,280,156
7299,278,280,158
7300,278,280,159
7301,276,279,158
7302,279,279,157
7303,279,280,158
7304,278,279,158
7305,277,280,158
7306,279,281,156
7307,279,280,156
7308,276,281,158
7309,277,281,158
7310,276,281,156
7311,279,281,156
7312,279,281,157
7313,277,280,158
7314,277,281,157
7315,279,281,156
7316,279,281,155
7317,278,282,157
7318,277,282,157
7319,276,281,156
7320,278,281,155
7321,279,281,157
7322,277,280,158
7323,278,281,156
7324,278,282,156
7325,278,281,155
7326,277,282,157
7327,277,282,158
7328,277,282,156
7329,279,281,156
7330,280,282,157
7331,278,281,158
7332,277,282,157
7333,278,282,156
7334,279,281,155
7335,277,281,158
7336,277,282,159
7337,277,281,157
7338,279,281,156
7339,279,281,158
7340,278,281,158
7341,278,281,157
7342,279,281,156
7343,279,281,156
7344,278,280,158
7345,277,280,159
7346,278,281,157
7347,279,281,156
7348,281,280,158
7349,277,280,158
7350,276,280,158
7351,278,282,157
7352,278,280,156
7353,277,280,158
7354,277,280,159
7355,278,280,157
7356,279,280,156
7357,279,280,158
7358,277,280,159
7359,277,280,157
7360,279,281,157
7361,279,280,157
7362,278,280,158
7363,278,280,158
7364,278,279,157
7365,279,280,156
7366,279,280,158
7367,277,280,159
7368,277,280,157
7369,279,280,157
7370,280,280,157
7371,278,280,158
7372,277,281,159
7373,278,280,157
7374,279,280,156
7375,279,281,158
7376,278,280,158
7377,276,281,158
7378,280,281,156
7379,279,281,156
7380,278,280,158
7381,278,281,158
7382,279,281,155
7383,279,281,154
7384,279,281,157
7385,277,281,157
7386,276,281,156
7387,279,282,155
7388,279,280,156
7389,278,280,156
7390,277,281,157
7391,278,281,156
7392,277,280,154
7393,278,281,157
7394,277,282,158
7395,276,281,156
7396,278,281,157
7397,278,281,157
7398,277,280,158
7399,277,281,158
7400,278,281,157
7401,278,278,155
7402,278,280,158
7403,277,281,159
7404,276,281,157
7405,278,281,157
7406,278,281,158
7407,277,279,158
7408,277,281,158
7409,278,281,157
7410,279,280,155
7411,278,281,158
7412,277,281,159
7413,277,280,158
7414,279,281,157
7415,279,281,158
7416,277,280,158
7417,277,281,158
7418,279,280,157
7419,279,280,155
7420,278,281,158
7421,277,281,158
7422,276,281,156
7423,279,281,156
7424,279,279,157
7425,278,280,158
7426,277,281,157
7427,279,281,156
7428,279,280,155
7429,278,280,158
7430,276,281,158
7431,277,281,156
7432,280,280,156
7433,280,281,157
7434,278,280,158
7435,277,280,157
7436,279,281,157
7437,280,281,155
7438,279,281,158
7439,278,281,159
7440,277,280,157
7441,279,280,156
7442,280,280,158
7443,278,280,159
7444,277,280,158
7445,279,280,157
7446,279,280,156
7447,278,280,159
7448,278,280,160
7449,277,280,157
7450,279,280,157
7451,280,280,158
7452,277,280,159
7453,277,281,158
7454,277,281,157
7455,278,281,156
7456,278,281,158
7457,277,281,158
7458,277,280,156
7459,278,280,156
7460,279,280,156
7461,277,280,157
7462,276,281,156
7463,278,282,155
7464,278,281,155
7465,277,281,156
7466,277,282,157
7467,277,281,155
7468,279,281,155
7469,279,281,156
7470,276,281,157
7471,276,281,156
7472,278,281,156
7473,279,281,155
7474,277,281,157
7475,276,281,158
7476,276,281,156
7477,278,281,156
7478,279,281,157
7479,277,280,158
7480,277,281,156
7481,279,281,156
7482,279,280,156
7483,278,281,158
7484,277,281,159
7485,278,281,157
7486,279,281,156
7487,279,281,158
7488,278,280,158
7489,277,282,157
7490,279,281,157
7491,279,281,157
7492,278,281,158
7493,278,281,159
7494,278,280,157
7495,279,280,156
7496,279,281,158
7497,278,281,158
7498,277,281,157
7499,279,281,157
7500,279,280,158
7501,278,280,159
7502,277,281,159
7503,278,281,157
7504,279,281,156
7505,279,281,158
7506,277,281,158
7507,276,281,157
7508,279,281,157
7509,279,280,157
7510,278,279,158
7511,277,280,158
7512,278,280,157
7513,279,280,155
7514,279,280,158
7515,277,281,158
7516,276,280,157
7517,279,281,156
7518,279,280,158
7519,278,279,158
7520,278,280,158
7521,278,280,156
7522,279,280,154
7523,278,281,157
7524,278,280,158
7525,276,280,156
7526,279,281,156
7527,279,280,157
7528,278,279,157
7529,275,280,157
7530,278,280,156
7531,279,280,154
7532,278,281,157
7533,277,281,157
7534,276,280,156
7535,280,280,155
7536,280,281,156
7537,278,280,157
7538,277,281,157
7539,278,281,155
7540,279,281,154
7541,278,281,157
7542,276,281,158
7543,276,281,156
7544,279,281,156
7545,279,281,157
7546,277,280,157
7547,277,281,157
7548,278,281,156
7549,278,281,155
7550,278,281,158
7551,277,281,158
7552,276,281,158
7553,278,282,156
7554,279,281,158
7555,277,280,158
7556,276,281,157
7557,278,281,155
7558,278,281,155
7559,278,281,158
7560,277,281,158
7561,276,281,156
7562,278,281,156
7563,279,281,157
7564,277,280,158
7565,276,280,157
7566,278,280,155
7567,279,280,155
7568,277,281,158
7569,277,282,158
7570,277,281,156
7571,279,281,156
7572,279,281,157
7573,277,281,158
7574,277,281,157
